Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000293,"CG0205, TIG0425",Length of dataset name of SUPP-- dataset is greater than 8.,Trigger error if length of dataset name is greater than 8,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""SUPP--""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000098,"CG0116, TIG0379","'--DIR variable is present, when --LOC variable does not exist in a dataset.","Raise an error when --LOC does not exists in a dataset, --DIR exists.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS"",""FINDINGS"",""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000096,"CG0115, TIG0378","'--PORTOT variable is present, when --LOC variable does not exist in a dataset.","Raise an error when --LOC does not exists in a dataset, --PORTOT exists.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS"",""FINDINGS"",""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000484,"CG0200, TIG0421",Unique RELID is NOT present on multiple RELREC records within a subject.,"Within a subject, each unique RELID should be present on multiple RELREC records","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""RELREC""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000080,"CG0093, TIG0358","'--TPTREF is present when --ELTM, --TPTNUM, and --TPT are not present.","Raise an error when --ELTM, --TPTNUM, and --TPT are not present in dataset, but --TPTREF is present.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000167,"CG0092, TIG0357",'--TPTREF must be present when --ELTM is present in a dataset,Raise an error when--ELTM is present but --TPTREF is not present in dataset.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000023,"CG0084, TIG0349",'--TOX present in dataset even though --TOXGR is not,"Raise an error when --TOXGR is not present in dataset, but --TOX is present","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS"",""FINDINGS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000240,"CG0420, TIG0575","'--STRF is populated when --OCCUR = ""N""","When --OCCUR = 'N', --STRF must not be populated","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS"",""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000243,"CG0354, TIG0519",'--REASEX must never be used in SDTM-based human clinical trials,Raise an error when --REASEX is present in dataset.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000242,"CG0353, TIG0518",'--EXCLFL must never be used in SDTM-based human trials,Raise an error when --EXCLFL is present in dataset.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000028,"CG0008, TIG0293",'--TPTREF is empty and --ELTM is not empty,"Raise an error when --TPTREF is empty, but --ELTM is not empty","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000035,"CG0658, TIG0696",VISITDY is populated when SVPRESP is null.  VISITDY is the Planned Study Day of a visit. It should not be populated for unplanned visits.,Raise an error when SVPRESP is null and VISITDY is not null.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000036,"CG0657, TIG0695",Planned visit is not found in TV.,"Raise an error when SVPRESP is ""Y"" and VISIT is not present in TV.VISIT.","SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000040,"CG0656, TIG0694",VISITNUM for unplanned visit is present in TV.,Raise an error when SVPRESP is null and VISITNUM is present in TV.VISITNUM,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000039,"CG0655, TIG0693",VISITNUM for planned visit is not in TV.,"Raise an error when SVPRESP=""Y"" and VISITNUM is not in TV.VISITNUM","SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000540,"CG0333, TIG0499",Parent domain referenced in Findings About dataset name is not present in the study,Raise an error when parent domain referenced in Findings About dataset name is not present in the study.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""],""include_split_datasets"":true},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000038,"CG0654, TIG0692","SVPRESP is not ""Y"" when SVOCCUR is populated.","Raise an error when SVOCCUR is not null and SVPRESP is not ""Y"".","SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000037,"CG0653, TIG0691","SVPRESP is not null and not equal to ""Y"". Values should be ""Y"" or null.","Raise an error when SVPRESP not ""Y"" or null.","SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000047,"CG0518, TIG0613",ARM value in DM dataset is not among the values of ARM variable in TA dataset. This is allowed only in a multistage study with incomplete ARM assignment. Please confirm if your study is a multistage assignment study,"When study does not use multi-stage arm assignments and ARM is populated, ARM must be present in TA.ARM. This rule has been executed to identify all cases when ARM is not present in TA.ARM and therefore acknowledges that false positives may be recorded when multi-stage arm assignments are in use.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Partially Executable - Possible Overreporting,Published
CORE-000208,"CG0512, TIG0607",ACTARMCD is not in TA.ARMCD,"Trigger error when study does not use multi-stage arm assignments and ACTARMCD ^= null, and ACTARMCD is not in TA.ARMCD","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Partially Executable - Possible Overreporting,Published
CORE-000209,"CG0514, TIG0609",ACTARM value in DM dataset is not among the values of ARM variable in the TA dataset. This is allowed only in a multistage study with incomplete ARM assignment. Please confirm if your study is a multistage assignment study.,"When study does not use multi-stage arm assignments and ACTARM is populated, ACTARM must be present in TA.ARM. This rule has been executed to identify all cases when ACTARM is not present in TA.ARM and therefore acknowledges that false positives may be recorded when multi-stage arm assignments are in use.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Partially Executable - Possible Overreporting,Published
CORE-000190,"CG0666, TIG0700",AGE is missing when AGEU is provided.,Raise an error when AGEU is not blank and AGE is blank.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000189,"CG0665, TIG0699",AGEU is missing when AGE is provided.,Raise an error when AGE is not blank and AGEU is blank.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000048,"CG0621, TIG0662",'--METHOD is present in an interventions domain.,Raise an error when --METHOD is present in an Interventions dataset.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000296,"CG0540, TIG0633",There are no DS records for subject who was assigned treatment,"When ACTARMCD is populated, disposition data for subject must be present","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000213,"CG0536, TIG0629",More than one record per subject per DSSCAT per EPOCH,Trigger error when there is more than one record per subject per DSSCAT per EPOCH,"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000212,"CG0535, TIG0628",DSSCAT is not present when subject has more than one record per Epoch with DSCAT = 'DISPOSITION EVENT'.,"When subject has more than one record per Epoch with DSCAT = DISPOSITION EVENT, DSSCAT must be present.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000131,"CG0396, TIG0558","AECONTRT is completed, but not equal to ""N"" or ""Y""",Raise an error when AECONTRT is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000125,"CG0390, TIG0552","AESDISAB is completed, but not equal to ""N"" or ""Y""",Raise an error when AESDISAB is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000130,"CG0395, TIG0557","AESMIE is completed, but not equal to ""N"" or ""Y""",Raise an error when AESMIE is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000129,"CG0394, TIG0556","AESOD is completed, but not equal to ""N"" or ""Y""",Raise an error when AESOD is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000128,"CG0393, TIG0555","AESLIFE is completed, but not equal to ""N"" or ""Y""",Raise an error when AESLIFE is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000127,"CG0392, TIG0554","AESHOSP is completed, but not equal to ""N"" or ""Y""",Raise an error when AESHOSP is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000126,"CG0391, TIG0553","AESDTH is completed, but not equal to ""N"" or ""Y""",Raise an error when AESDTH is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000124,"CG0389, TIG0551","AESCONG is completed, but not equal to ""N"" or ""Y""",Raise an error when AESCONG is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000123,"CG0388, TIG0550","AESCAN is completed, but not equal to ""N"" or ""Y""",Raise an error when AESCAN is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000087,"CG0387, TIG0549","AESER is completed, but not equal to ""N"" or ""Y""",Raise an error when AESER is completed and value is not 'Y' or 'N',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000191,"CG0529, TIG0622",RFENDTC is missing when ARM is provided.,Raise an error when ARM is not empty and RFENDTC is empty.,"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000119,"CG0521, TIG0616","ARM is populated, when ARMCD is NULL","Raise an error when ARM is not empty, but ARMCD is empty","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000210,"CG0516, TIG0611",ARMCD is not present in TA.ARMCD,"When study does not use multi-stage arm assignments and ARMCD is populated, ARMCD must be present in TA.ARMCD. This rule has been executed to identify all cases when ARMCD is not present in TA.ARMCD and therefore acknowledges that false positives may be recorded when multi-stage arm assignments are in use.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Partially Executable - Possible Overreporting,Published
CORE-000120,"CG0522, TIG0617","ACTARM is populated, when ACTARMCD is NULL","Raise an error when ACTARM is not empty, but ACTARMCD is empty","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000294,"CG0270, TIG0471",TSVAL is not in ISO 8601 format,Trigger error when TSPARMCD = 'AGEMAX' and TSVAL ^= null and TSVAL does not conform to ISO 8601,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000013,"CG0044, TIG0323",AESTAT variable is present in AE dataset.,Raise an error when AESTAT is present in AE dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000086,"CG0075, TIG0341",DVSTDTC is earlier than RFICDTC in DM.,Raise an error when DVSTDTC is earlier than RFICDTC in DM.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000034,"CG0069, TIG0339","DSSTDTC does not equal DM.DTHDTC, when DSDECOD equals ""DEATH"".","Raise an error when DSSTDTC is not equal to DM.DTHDTC and DSDECOD is equal to ""DEATH""","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000363,"CG0068, TIG0338","The earliest disposition date for ""INFORMED CONSENT OBTAINED"" is not equal to DM.RFICDTC","When there are multiple informed consents obtained and DSDECOD = 'INFORMED CONSENT OBTAINED', the earliest DSSTDTC for each subject should be equal to DM.RFICDTC.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000106,"CG0045, TIG0324","'--ENTPT is completed, but --ENRTPT is not completed.",Raise an error when --ENTPT is completed and --ENRTPT is not completed.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000267,"CG0050, TIG0328",'--DECOD should be populated when --PTCD is populated,Raise an error when --DECOD is not populated but --PTCD is populated,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CDISC.SDTMIG.CG0425,CG0425,'--STRESU is null when --STRESC ^= null and units are applicable for the result,Trigger error if --STRESU is null when --STRESC ^= null and units are applicable for the result,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0252,CG0252,TATRANS is null when trial Design allows for a Subject to transition to an Element other than the next Element in sequence,"Trigger error when trial Design allows for a Subject to transition to an Element other than the next Element in sequence, and TATRANS is null",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TA""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0253,CG0253,TIVERS is null when there is more than one version of the IE criteria in study documentation,Trigger error when TIVERS is null and there is more than one version of the IE criteria in study documentation,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TI""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0162,CG0162,SREL does not describe the relationship of associated person to study identified in STUDYID when RSUBJID = null and RDEVID = null,Trigger error when RSUBJID = null and RDEVID = null and SREL does not describe the relationship of associated person to study identified in STUDYID,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ASSOCIATED PERSONS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CDISC.SDTMIG.CG0267,CG0267,TSVCDVER is null when Reference Terminology is versioned,Trigger error when Reference Terminology is versioned and TSVCDVER is null,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Not Executable,Draft
CORE-000183,"CG0318, TIG0489","PP dataset is present in  study, but PC dataset is not present in study.","Raise an error when a PP dataset is present in study, but a PC dataset is not present in study.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""PC"",""PP""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000006,"CG0131, TIG0381","DTHFL is not ""Y"" or null","Raise an error when DTHFL ^= ""Y"" and not null","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000171,"CG0058, TIG0332",'--ENTPT should be present when --ENRTPT is present in a dataset,Raises an error when --ENRTPT is present in dataset but --ENTPT is not present in dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000084,"CG0057, TIG0331","'--ENTPT exists in a dataset, but --ENRTPT does not exist.",Raise an error when --ENTPT exists in a dataset and --ENRTPT does not exist.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000258,"CG0062, TIG0336","'--STRTPT is present in dataset, but --STTPT is not present in dataset.",Raise an error when --STRTPT is present in dataset and --STTPT is not present in dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000085,"CG0059, TIG0333",'--STTPT is completed and --STRTPT is empty,Raise an error when --STTPT is completed and --STRTPT is empty,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000261,"CG0060, TIG0334","'--STTPT is present in dataset, but --STRTPT is not present in dataset.",Raise an error when --STTPT is present in dataset and --STRTPT is not present in dataset.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000157,"CG0297, TIG0479",Length of ARMCD is greater than 20,The length of ARMCD is limited to 20 characters.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000151,"CG0261, SEND281",TSVAL is null when TSVAL1 is populated.,Trigger error when TSVAL1 is populated and TSVAL is null,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000138,"CG0221, TIG0435",'--STDY is not null when either --STDTC or DM.RFSTDTC do not contain complete values in their date portion,"If --STDTC or DM.RFSTDTC does not contain a complete values, --STDY must be null.","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000527,"CG0209, TIG0428",SEENDTC is null when element is not the last.,Trigger error where element is not the last element and SEENDTC is null.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000011,"CG0175, TIG0404",IEORRES is not equal to 'Y' when IECAT equals 'EXCLUSION'.,Raise an error when IECAT is equal to 'EXCLUSION' and IEORRES is not equal to 'Y'.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""IE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000001,"CG0176, TIG0405",IEORRES is not equal to 'N' when IECAT equals 'INCLUSION'.,Raise an error when IECAT is equal to 'INCLUSION' and IEORRES is not equal to 'N'.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""IE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000384,"CG0374, TIG0538",RELREC.RDOMAIN does not represent a dataset present in the study,RELREC.RDOMAIN must represent a dataset that is present in the study.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""RELREC""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000156,"CG0294, TIG0476",ARM is not in TA.ARM,Trigger error when ARM is populated and ARM is not in TA.ARM,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000155,"CG0293, TIG0475",ARMCD is not in TA.ARMCD,Trigger error when ARMCD is populated and ARMCD is not in TA.ARMCD,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000152,"CG0265, TIG0467",There is not a one-to-one relationship between TSVAL and TSVALCD,"When TSVAL and TSVALCD are populated, there must be a one-to-one relationship between TSVALCD and TSVAL","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000161,"CG0343, TIG0508",'--TERM is equal to 'OTHER',Raise an error when --TERM = 'OTHER',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000148,"CG0258, TIG0462",Length of TSPARM is greater than 40,Trigger error when length of TSPARM value is greater than 40,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000164,"CG0346, TIG0511",'--TERM is equal to 'MULTIPLE',Raise an error when --TERM = 'MULTIPLE',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000163,"CG0345, TIG0510",'--TRT is equal to 'MULTIPLE',Raise an error when --TRT = 'MULTIPLE',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000160,"CG0342, TIG0507",'--TRT is equal to 'OTHER',Raise an error when --TRT = 'OTHER',"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000177,"CG0227, TIG0440","DM.RFENDTC is empty, but --ENRF is completed.",Raise an error when DM.RFENDTC is empty and --ENRF is not empty.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000262,"CG0226, TIG0439",RFSTDTC in DM dataset is empty but --STRF is completed.,Raise an error when RFSTDTC in DM is empty and --STRF is not empty.,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000016,"CG0089, TIG0354","'--PRESP should be populated as ""Y"" when --OCCUR is provided.","Raise an error when --OCCUR is not empty and --PRESP is not equal to ""Y"".","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Exclude"":[""AE"",""DS"",""DV"",""EX""]},""Use_Case"":""INDH""}",Fully Executable,Published
